winrate_diff,odds_diff,matches_diff,a_wins
0.12698412698412698,-0.7063333333333308,-2.0,1
0.12698412698412698,-0.7063333333333308,-2.0,1
-0.047619047619047616,2.3347222222222213,-2.0,1
-0.047619047619047616,2.3347222222222213,-2.0,1
-0.09523809523809518,-2.4933333333333336,2.0,1
-0.09523809523809518,-2.4004166666666666,2.0,1
-0.09523809523809518,-2.425238095238095,2.0,1
0.015873015873015928,-2.3266666666666667,2.0,1
-0.23809523809523814,2.811000000000001,1.0,1
-0.38095238095238093,2.790000000000001,1.0,1
-0.4126984126984128,1.7388888888888898,-2.0,1
-0.4126984126984128,1.8188888888888903,-2.0,1
-0.04999999999999999,0.2050000000000023,-3.0,1
-0.04999999999999999,0.6225000000000032,-3.0,1
-0.3055555555555556,2.860833333333334,-1.0,1
-0.4305555555555556,3.1447619047619053,-1.0,1
-0.3055555555555556,3.830000000000001,-1.0,1
-0.375,0.5305357142857146,0.0,1
-0.25,0.495714285714286,0.0,1
-0.375,0.6826190476190481,0.0,1
-0.5,1.1642857142857148,0.0,1
-0.5,1.3117857142857146,0.0,1
-0.25,0.40958333333333385,0.0,1
-0.125,0.3747619047619053,0.0,1
-0.25,0.5616666666666674,0.0,1
-0.375,1.0433333333333341,0.0,1
-0.375,1.1908333333333339,0.0,1
-0.125,0.4902500000000005,0.0,1
0.0,0.45542857142857196,0.0,1
-0.125,0.6423333333333341,0.0,1
-0.25,1.1240000000000008,0.0,1
-0.25,1.2715000000000005,0.0,1
-0.125,0.8137500000000006,0.0,1
0.0,0.7789285714285721,0.0,1
-0.125,0.9658333333333342,0.0,1
-0.25,1.447500000000001,0.0,1
-0.25,1.5950000000000006,0.0,1
0.0,0.49958333333333416,0.0,1
0.125,0.4647619047619056,0.0,1
0.0,0.6516666666666677,0.0,1
-0.125,1.1333333333333344,0.0,1
-0.125,1.2808333333333342,0.0,1
-0.125,0.2742857142857149,0.0,1
-0.125,0.2742857142857149,0.0,1
-0.25,0.2742857142857149,0.0,1
-0.25,0.2742857142857149,0.0,1
0.0,0.1533333333333342,0.0,1
0.0,0.1533333333333342,0.0,1
-0.125,0.1533333333333342,0.0,1
-0.125,0.1533333333333342,0.0,1
0.125,0.23400000000000087,0.0,1
0.125,0.23400000000000087,0.0,1
0.0,0.23400000000000087,0.0,1
0.0,0.23400000000000087,0.0,1
0.125,0.557500000000001,0.0,1
0.125,0.557500000000001,0.0,1
0.0,0.557500000000001,0.0,1
0.0,0.557500000000001,0.0,1
0.25,0.2433333333333345,0.0,1
0.25,0.2433333333333345,0.0,1
0.125,0.2433333333333345,0.0,1
0.125,0.2433333333333345,0.0,1
0.6388888888888888,-0.5806944444444446,-1.0,1
0.6388888888888888,-0.5337500000000004,-1.0,1
0.5277777777777778,-0.7062500000000003,-1.0,1
0.5277777777777778,-0.7812500000000004,-1.0,1
0.5138888888888888,-0.5458730158730161,-1.0,1
0.5138888888888888,-0.49892857142857183,-1.0,1
0.4027777777777778,-0.6714285714285717,-1.0,1
0.4027777777777778,-0.7464285714285719,-1.0,1
0.6388888888888888,-0.7327777777777782,-1.0,1
0.6388888888888888,-0.685833333333334,-1.0,1
0.5277777777777778,-0.8583333333333338,-1.0,1
0.5277777777777778,-0.933333333333334,-1.0,1
0.7638888888888888,-1.2144444444444449,-1.0,1
0.7638888888888888,-1.1675000000000006,-1.0,1
0.6527777777777778,-1.3400000000000005,-1.0,1
0.6527777777777778,-1.4150000000000007,-1.0,1
0.7638888888888888,-1.3619444444444446,-1.0,1
0.7638888888888888,-1.3150000000000004,-1.0,1
0.6527777777777778,-1.4875000000000003,-1.0,1
0.6527777777777778,-1.5625000000000004,-1.0,1
0.0,0.6152857142857138,0.0,1
0.0,0.4562857142857131,0.0,1
-0.125,0.279285714285713,0.0,1
0.125,0.49433333333333307,0.0,1
0.125,0.3353333333333324,0.0,1
0.0,0.15833333333333233,0.0,1
0.25,0.5749999999999997,0.0,1
0.25,0.41599999999999904,0.0,1
0.125,0.238999999999999,0.0,1
0.25,0.8984999999999999,0.0,1
0.25,0.7394999999999992,0.0,1
0.125,0.5624999999999991,0.0,1
0.375,0.5843333333333334,0.0,1
0.375,0.4253333333333327,0.0,1
0.25,0.24833333333333263,0.0,1
0.5,-0.30905000000000094,0.0,1
0.5,-0.30905000000000094,0.0,1
0.5,-0.30905000000000094,0.0,1
0.375,-0.2742285714285724,0.0,1
0.375,-0.2742285714285724,0.0,1
0.375,-0.2742285714285724,0.0,1
0.5,-0.4611333333333345,0.0,1
0.5,-0.4611333333333345,0.0,1
0.5,-0.4611333333333345,0.0,1
0.625,-0.9428000000000012,0.0,1
0.625,-0.9428000000000012,0.0,1
0.625,-0.9428000000000012,0.0,1
0.625,-1.090300000000001,0.0,1
0.625,-1.090300000000001,0.0,1
0.625,-1.090300000000001,0.0,1
-0.3888888888888889,-0.5098412698412704,1.0,1
-0.2638888888888889,-0.803722222222222,1.0,1
-0.3888888888888889,0.2706444444444438,1.0,1
-0.3888888888888889,-0.5567857142857147,1.0,1
-0.2638888888888889,-0.8506666666666662,1.0,1
-0.3888888888888889,0.22369999999999957,1.0,1
-0.2777777777777778,-0.3842857142857148,1.0,1
-0.1527777777777778,-0.6781666666666664,1.0,1
-0.2777777777777778,0.39619999999999944,1.0,1
-0.2777777777777778,-0.3092857142857146,1.0,1
-0.1527777777777778,-0.6031666666666662,1.0,1
-0.2777777777777778,0.4711999999999996,1.0,1
-0.05555555555555558,-0.34222222222222287,-1.0,1
-0.05555555555555558,-0.3537500000000007,-1.0,1
-0.05555555555555558,-0.44714285714285795,-1.0,1
-0.05555555555555558,-0.34222222222222287,-1.0,1
-0.05555555555555558,-0.3537500000000007,-1.0,1
-0.05555555555555558,-0.44714285714285795,-1.0,1
0.06944444444444442,-0.34222222222222287,-1.0,1
0.06944444444444442,-0.3537500000000007,-1.0,1
0.06944444444444442,-0.44714285714285795,-1.0,1
0.06944444444444442,-0.34222222222222287,-1.0,1
0.06944444444444442,-0.3537500000000007,-1.0,1
0.06944444444444442,-0.44714285714285795,-1.0,1
-0.125,-0.24594999999999967,0.0,1
-0.125,-0.40862857142857134,0.0,1
-0.125,-0.24594999999999967,0.0,1
-0.125,-0.40862857142857134,0.0,1
-0.125,-0.24594999999999967,0.0,1
-0.125,-0.40862857142857134,0.0,1
0.11111111111111116,-0.29027777777777697,0.0,1
0.22222222222222227,-0.5077777777777772,0.0,1
0.11111111111111116,-0.27874999999999917,0.0,1
0.22222222222222227,-0.4962499999999994,0.0,1
0.11111111111111116,-0.1853571428571419,0.0,1
0.22222222222222227,-0.40285714285714214,0.0,1
-0.18055555555555558,0.9042857142857148,-1.0,1
-0.06944444444444442,0.8505357142857148,-1.0,1
-0.05555555555555558,0.7833333333333341,-1.0,1
0.05555555555555558,0.7295833333333341,-1.0,1
0.06944444444444442,0.8640000000000008,-1.0,1
0.18055555555555558,0.8102500000000008,-1.0,1
0.06944444444444442,1.1875000000000009,-1.0,1
0.18055555555555558,1.133750000000001,-1.0,1
0.19444444444444442,0.8733333333333344,-1.0,1
0.3055555555555556,0.8195833333333344,-1.0,1
0.1785714285714286,-0.34767857142857217,1.0,1
0.3214285714285715,-0.2795833333333344,1.0,1
0.0535714285714286,-0.3128571428571436,1.0,1
0.1964285714285715,-0.24476190476190585,1.0,1
0.1785714285714286,-0.49976190476190574,1.0,1
0.3214285714285715,-0.431666666666668,1.0,1
0.3035714285714286,-0.9814285714285724,1.0,1
0.4464285714285715,-0.9133333333333347,1.0,1
0.3035714285714286,-1.1289285714285722,1.0,1
0.4464285714285715,-1.0608333333333344,1.0,1
0.16666666666666669,-0.07015873015872964,-1.0,1
0.2777777777777778,-0.2669642857142853,-1.0,1
0.041666666666666685,0.22372222222222193,-1.0,1
0.1527777777777778,0.026916666666666256,-1.0,1
0.16666666666666669,-0.8506444444444439,-1.0,1
0.2777777777777778,-1.0474499999999995,-1.0,1
-0.6666666666666667,1.1879444444444422,0.0,1
-0.5555555555555556,1.1879444444444422,0.0,1
-0.6666666666666667,1.140999999999998,0.0,1
-0.5555555555555556,1.140999999999998,0.0,1
-0.5555555555555556,1.313499999999998,0.0,1
-0.4444444444444444,1.313499999999998,0.0,1
-0.5555555555555556,1.388499999999998,0.0,1
-0.4444444444444444,1.388499999999998,0.0,1
0.05357142857142849,0.6034999999999995,-1.0,1
-0.0892857142857143,1.003499999999999,-1.0,1
-0.0892857142857143,1.2834999999999992,-1.0,1
-0.1964285714285715,-0.712916666666668,-1.0,1
-0.3392857142857143,-0.6172500000000012,-1.0,1
-0.1964285714285715,-0.6012500000000012,-1.0,1
-0.2916666666666667,-0.3368253968253976,1.0,1
-0.2916666666666667,-0.29696428571428557,1.0,1
0.29166666666666663,-1.4419444444444443,1.0,1
0.29166666666666663,-1.6973015873015873,1.0,1
0.29166666666666663,-2.0877777777777773,1.0,1
0.16666666666666663,-2.434444444444444,1.0,1
0.04166666666666663,-3.2794444444444446,1.0,1
0.4027777777777778,-1.4612499999999997,1.0,1
0.4027777777777778,-1.7166071428571428,1.0,1
0.4027777777777778,-2.1070833333333328,1.0,1
0.2777777777777778,-2.4537499999999994,1.0,1
0.1527777777777778,-3.29875,1.0,1
0.4027777777777778,-1.4146428571428564,1.0,1
0.4027777777777778,-1.6699999999999995,1.0,1
0.4027777777777778,-2.0604761904761895,1.0,1
0.2777777777777778,-2.407142857142856,1.0,1
0.1527777777777778,-3.252142857142857,1.0,1
0.4027777777777778,-1.5024999999999995,1.0,1
0.4027777777777778,-1.7578571428571426,1.0,1
0.4027777777777778,-2.1483333333333325,1.0,1
0.2777777777777778,-2.494999999999999,1.0,1
0.1527777777777778,-3.34,1.0,1
0.4027777777777778,-1.5454999999999988,1.0,1
0.4027777777777778,-1.8008571428571418,1.0,1
0.4027777777777778,-2.191333333333332,1.0,1
0.2777777777777778,-2.5379999999999985,1.0,1
0.1527777777777778,-3.382999999999999,1.0,1
0.041666666666666685,1.9341666666666675,-1.0,1
0.041666666666666685,1.8412500000000005,-1.0,1
0.041666666666666685,1.8660714285714288,-1.0,1
-0.06944444444444442,1.7675000000000005,-1.0,1
0.041666666666666685,2.1895238095238105,-1.0,1
0.041666666666666685,2.0966071428571436,-1.0,1
0.041666666666666685,2.121428571428572,-1.0,1
-0.06944444444444442,2.0228571428571436,-1.0,1
0.041666666666666685,2.5800000000000005,-1.0,1
0.041666666666666685,2.4870833333333335,-1.0,1
0.041666666666666685,2.511904761904762,-1.0,1
-0.06944444444444442,2.4133333333333336,-1.0,1
0.16666666666666669,2.926666666666667,-1.0,1
0.16666666666666669,2.83375,-1.0,1
0.16666666666666669,2.8585714285714285,-1.0,1
0.05555555555555558,2.7600000000000002,-1.0,1
0.2916666666666667,3.771666666666668,-1.0,1
0.2916666666666667,3.678750000000001,-1.0,1
0.2916666666666667,3.703571428571429,-1.0,1
0.18055555555555558,3.605000000000001,-1.0,1
0.6666666666666666,-2.4688888888888894,0.0,1
0.6666666666666666,-2.4456944444444453,0.0,1
0.5555555555555556,-2.1301587301587315,0.0,1
0.4444444444444444,-2.542777777777779,0.0,1
0.7777777777777778,-2.488194444444445,0.0,1
0.7777777777777778,-2.4650000000000007,0.0,1
0.6666666666666667,-2.149464285714287,0.0,1
0.5555555555555556,-2.5620833333333346,0.0,1
0.7777777777777778,-2.4415873015873015,0.0,1
0.7777777777777778,-2.4183928571428575,0.0,1
0.6666666666666667,-2.1028571428571436,0.0,1
0.5555555555555556,-2.5154761904761913,0.0,1
0.7777777777777778,-2.5294444444444446,0.0,1
0.7777777777777778,-2.5062500000000005,0.0,1
0.6666666666666667,-2.1907142857142867,0.0,1
0.5555555555555556,-2.6033333333333344,0.0,1
0.7777777777777778,-2.572444444444444,0.0,1
0.7777777777777778,-2.54925,0.0,1
0.6666666666666667,-2.233714285714286,0.0,1
0.5555555555555556,-2.6463333333333336,0.0,1
-0.4285714285714285,3.1461111111111126,2.0,1
-0.2857142857142857,3.050444444444446,2.0,1
-0.4285714285714285,3.034444444444446,2.0,1
-0.4285714285714285,3.1229166666666686,2.0,1
-0.2857142857142857,3.0272500000000018,2.0,1
-0.4285714285714285,3.0112500000000018,2.0,1
-0.3174603174603174,2.8073809523809548,2.0,1
-0.1746031746031746,2.711714285714288,2.0,1
-0.3174603174603174,2.695714285714288,2.0,1
-0.20634920634920628,3.2200000000000024,2.0,1
-0.06349206349206349,3.1243333333333356,2.0,1
-0.20634920634920628,3.1083333333333356,2.0,1
-0.05357142857142849,-0.11249999999999982,1.0,1
0.0892857142857143,-0.5124999999999993,1.0,1
0.0892857142857143,-0.7924999999999995,1.0,1
-0.05357142857142849,0.14285714285714324,1.0,1
0.0892857142857143,-0.25714285714285623,1.0,1
0.0892857142857143,-0.5371428571428565,1.0,1
-0.05357142857142849,0.5333333333333332,1.0,1
0.0892857142857143,0.13333333333333375,1.0,1
0.0892857142857143,-0.1466666666666665,1.0,1
0.07142857142857151,0.8799999999999999,1.0,1
0.2142857142857143,0.4800000000000004,1.0,1
0.2142857142857143,0.20000000000000018,1.0,1
0.1964285714285715,1.7250000000000005,1.0,1
0.3392857142857143,1.325000000000001,1.0,1
0.3392857142857143,1.0450000000000008,1.0,1
0.4444444444444444,0.30666666666666664,0.0,1
0.4444444444444444,0.31680555555555534,0.0,1
0.3333333333333333,0.16984126984126968,0.0,1
0.5555555555555556,0.2873611111111112,0.0,1
0.5555555555555556,0.2974999999999999,0.0,1
0.4444444444444445,0.15053571428571422,0.0,1
0.5555555555555556,0.33396825396825447,0.0,1
0.5555555555555556,0.34410714285714317,0.0,1
0.4444444444444445,0.1971428571428575,0.0,1
0.5555555555555556,0.2461111111111114,0.0,1
0.5555555555555556,0.2562500000000001,0.0,1
0.4444444444444445,0.10928571428571443,0.0,1
